/VOM X,/VOM Y
0.008569999999999975,0.673659340361793
0.008619999999999975,0.6736220442931604
0.008669999999999975,0.6735944068138157
0.008719999999999974,0.6735791321395511
0.008769999999999974,0.6735777157000788
0.008819999999999974,0.6735902961463657
0.008869999999999973,0.6736156420166765
0.008919999999999973,0.6736512722806292
0.008969999999999973,0.6736936997181758
0.009019999999999972,0.673738769955635
0.009069999999999972,0.6737820721672224
0.009119999999999972,0.673819368185827
0.009169999999999972,0.673847005605232
0.009219999999999971,0.6738622802554516
0.009269999999999971,0.6738636966926933
0.009319999999999971,0.6738511162662014
0.00936999999999997,0.6738257704357759
0.00941999999999997,0.6737901402278922
0.00946999999999997,0.6737477128213248
0.009519999999999969,0.6737026425730036
0.009569999999999969,0.673659340361793
0.009619999999999969,0.6736220442931603
0.009669999999999969,0.6735944068138155
0.009719999999999968,0.6735791321395511
0.009769999999999968,0.6735777157000787
0.009819999999999968,0.6735902961463657
0.009869999999999967,0.6736156420166766
0.009919999999999967,0.6736512722806294
0.009959999999999983,0.6736848629968832
0.01,0.6737207061330934
